team_id,league,name,mascot,logo_url,conference_name,conference_wins,conference_losses,conference_ties,overall_wins,overall_losses,overall_ties
2440,CFB,Nevada,Wolf Pack,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2440.png,Mountain West,0.0,0.0,0.0,0.0,0.0,0.0
2460,CFB,Northern Iowa,Panthers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2460.png,MVFC,0.0,0.0,0.0,0.0,0.0,0.0
264,CFB,Washington,Huskies,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/264.png,Pac-12,0.0,0.0,0.0,0.0,0.0,0.0
21,CFB,San Diego State,Aztecs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/21.png,Mountain West,0.0,0.0,0.0,0.0,0.0,0.0
235,CFB,Memphis,Tigers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/235.png,American,0.0,0.0,0.0,0.0,0.0,0.0
2678,CFB,VMI,Keydets,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2678.png,Southern,0.0,0.0,0.0,0.0,0.0,0.0
2050,CFB,Ball State,Cardinals,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2050.png,MAC,0.0,0.0,0.0,0.0,0.0,0.0
2428,CFB,North Carolina Central,Eagles,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2428.png,MEAC,0.0,0.0,0.0,0.0,0.0,0.0
2348,CFB,Louisiana Tech,Bulldogs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2348.png,CUSA,0.0,0.0,0.0,0.0,0.0,0.0
277,CFB,West Virginia,Mountaineers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/277.png,Big 12,0.0,0.0,0.0,0.0,0.0,0.0
24,CFB,Stanford,Cardinal,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/24.png,Pac-12,0.0,0.0,0.0,0.0,0.0,0.0
290,CFB,Georgia Southern,Eagles,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/290.png,Sun Belt,0.0,0.0,0.0,0.0,0.0,0.0
57,CFB,Florida,Gators,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/57.png,SEC,0.0,0.0,0.0,0.0,0.0,0.0
2433,CFB,UL Monroe,Warhawks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2433.png,Sun Belt,0.0,0.0,0.0,0.0,0.0,0.0
356,CFB,Illinois,Fighting Illini,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/356.png,Big Ten,0.0,0.0,0.0,0.0,0.0,0.0
2294,CFB,Iowa,Hawkeyes,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2294.png,Big Ten,0.0,0.0,0.0,0.0,0.0,0.0
222,CFB,Villanova,Wildcats,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/222.png,CAA,0.0,0.0,0.0,0.0,0.0,0.0
30,CFB,USC,Trojans,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/30.png,Pac-12,0.0,0.0,0.0,0.0,0.0,0.0
77,CFB,Northwestern,Wildcats,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/77.png,Big Ten,0.0,0.0,0.0,0.0,0.0,0.0
164,CFB,Rutgers,Scarlet Knights,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/164.png,Big Ten,0.0,0.0,0.0,0.0,0.0,0.0
2405,CFB,Monmouth,Hawks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2405.png,CAA,0.0,0.0,0.0,0.0,0.0,0.0
193,CFB,Miami (OH),RedHawks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/193.png,MAC,0.0,0.0,0.0,0.0,0.0,0.0
2681,CFB,Wagner,Seahawks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2681.png,NEC,0.0,0.0,0.0,0.0,0.0,0.0
2754,CFB,Youngstown State,Penguins,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2754.png,MVFC,0.0,0.0,0.0,0.0,0.0,0.0
152,CFB,NC State,Wolfpack,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/152.png,ACC,0.0,0.0,0.0,0.0,0.0,0.0
256,CFB,James Madison,Dukes,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/256.png,Sun Belt,0.0,0.0,0.0,0.0,0.0,0.0
201,CFB,Oklahoma,Sooners,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/201.png,Big 12,0.0,0.0,0.0,0.0,0.0,0.0
6,CFB,South Alabama,Jaguars,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/6.png,Sun Belt,0.0,0.0,0.0,0.0,0.0,0.0
96,CFB,Kentucky,Wildcats,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/96.png,SEC,0.0,0.0,0.0,0.0,0.0,0.0
135,CFB,Minnesota,Golden Gophers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/135.png,Big Ten,0.0,0.0,0.0,0.0,0.0,0.0
194,CFB,Ohio State,Buckeyes,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/194.png,Big Ten,0.0,0.0,0.0,0.0,0.0,0.0
158,CFB,Nebraska,Cornhuskers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/158.png,Big Ten,0.0,0.0,0.0,0.0,0.0,0.0
