schoolID,logoUrl,name,mascot,record,wins,losses,ties,divisionID
2655,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2655.png&h=2000&w=2000,Tulane,Green Wave,0-0,0,0,0,10
2450,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2450.png&h=2000&w=2000,Norfolk State,Spartans,0-0,0,0,0,
2247,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2247.png&h=2000&w=2000,Georgia State,Panthers,0-0,0,0,0,31
2504,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2504.png&h=2000&w=2000,Prairie View A&M,Panthers,0-0,0,0,0,
2619,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2619.png&h=2000&w=2000,Stony Brook,Seawolves,0-0,0,0,0,
2296,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2296.png&h=2000&w=2000,Jackson State,Tigers,0-0,0,0,0,
2115,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2115.png&h=2000&w=2000,Central Connecticut,Blue Devils,0-0,0,0,0,
155,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/155.png&h=2000&w=2000,North Dakota,Fighting Hawks,0-0,0,0,0,
2535,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2535.png&h=2000&w=2000,Samford,Bulldogs,0-0,0,0,0,
2335,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2335.png&h=2000&w=2000,Liberty,Flames,0-0,0,0,0,19
264,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/264.png&h=2000&w=2000,Washington,Huskies,0-0,0,0,0,26
2306,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2306.png&h=2000&w=2000,Kansas State,Wildcats,0-0,0,0,0,14
135,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/135.png&h=2000&w=2000,Minnesota,Golden Gophers,0-0,0,0,0,17
98,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/98.png&h=2000&w=2000,Western Kentucky,Hilltoppers,0-0,0,0,0,18
59,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/59.png&h=2000&w=2000,Georgia Tech,Yellow Jackets,0-0,0,0,0,13
259,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/259.png&h=2000&w=2000,Virginia Tech,Hokies,0-0,0,0,0,13
290,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/290.png&h=2000&w=2000,Georgia Southern,Eagles,0-0,0,0,0,31
164,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/164.png&h=2000&w=2000,Rutgers,Scarlet Knights,0-0,0,0,0,16
150,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&h=2000&w=2000,Duke,Blue Devils,0-0,0,0,0,13
30,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/30.png&h=2000&w=2000,USC,Trojans,0-0,0,0,0,26
103,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/103.png&h=2000&w=2000,Boston College,Eagles,0-0,0,0,0,12
2390,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png&h=2000&w=2000,Miami,Hurricanes,0-0,0,0,0,13
153,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/153.png&h=2000&w=2000,North Carolina,Tar Heels,0-0,0,0,0,13
2837,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2837.png&h=2000&w=2000,Texas A&M-Commerce,Lions,0-0,0,0,0,
8,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/8.png&h=2000&w=2000,Arkansas,Razorbacks,0-0,0,0,0,29
120,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/120.png&h=2000&w=2000,Maryland,Terrapins,0-0,0,0,0,16
344,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/344.png&h=2000&w=2000,Mississippi State,Bulldogs,0-0,0,0,0,29
96,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/96.png&h=2000&w=2000,Kentucky,Wildcats,0-0,0,0,0,28
84,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/84.png&h=2000&w=2000,Indiana,Hoosiers,0-0,0,0,0,16
130,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/130.png&h=2000&w=2000,Michigan,Wolverines,0-0,0,0,0,16
142,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/142.png&h=2000&w=2000,Missouri,Tigers,0-0,0,0,0,28
9,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/9.png&h=2000&w=2000,Arizona State,Sun Devils,0-0,0,0,0,26
239,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/239.png&h=2000&w=2000,Baylor,Bears,0-0,0,0,0,14
2000,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2000.png&h=2000&w=2000,Abilene Christian,Wildcats,0-0,0,0,0,
3101,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/3101.png&h=2000&w=2000,Utah Tech,Trailblazers,0-0,0,0,0,
61,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/61.png&h=2000&w=2000,Georgia,Bulldogs,0-0,0,0,0,28
127,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/127.png&h=2000&w=2000,Michigan State,Spartans,0-0,0,0,0,16
2729,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2729.png&h=2000&w=2000,William & Mary,Tribe,0-0,0,0,0,
2771,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2771.png&h=2000&w=2000,Merrimack,Warriors,0-0,0,0,0,
2097,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2097.png&h=2000&w=2000,Campbell,Fighting Camels,0-0,0,0,0,
236,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/236.png&h=2000&w=2000,Chattanooga,Mocs,0-0,0,0,0,
2529,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2529.png&h=2000&w=2000,Sacred Heart,Pioneers,0-0,0,0,0,
2453,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2453.png&h=2000&w=2000,North Alabama,Lions,0-0,0,0,0,
