away_school_id,home_school_id,away_school_box_score,home_school_box_score,stadium,location,game_timestamp,tv_coverage,betting_line,betting_over_under,stadium_capacity,attendance,away_win_pct,home_win_pct,game_id
2638,2393,"{'1': '7', '2': '14', '3': '3', '4': '6', 'total': '30'}","{'1': '14', '2': '10', '3': '7', '4': '3', 'total': '34'}","Johnny ""Red"" Floyd Stadium","Murfreesboro, TN ",,,,,"Capacity: 30,788","Capacity: 30,788",,,401520411
242,2429,"{'1': '10', '2': '3', '3': '8', '4': '7', 'total': '28'}","{'1': '0', '2': '0', '3': '0', '4': '7', 'total': '7'}",Jerry Richardson Stadium,"Charlotte, NC ",,,,,"Capacity: 15,300","Capacity: 15,300",,,401531409
2026,256,"{'1': '3', '2': '7', '3': '0', '4': '10', 'total': '6'}","{'1': '0', '2': '5', '3': '0', '4': '15', 'total': '3'}",,"Harrisonburg, VA ",,,,,"Capacity: 24,877","Capacity: 24,877",,,401531918
2309,2050,"{'1': '0', '2': '3', '3': '0', '4': '0', 'total': '3'}","{'1': '3', '2': '10', '3': '14', '4': '7', 'total': '34'}",Scheumann Stadium,"Muncie, IN ",,,,,"Capacity: 22,500","Capacity: 22,500",,,401532448
62,2751,"{'1': '0', '2': '0', '3': '9', '4': '0', 'total': '9'}","{'1': '14', '2': '21', '3': '0', '4': '7', 'total': '42'}",Jonah Field at War Memorial Stadium,"Laramie, WY ",,,,,"Capacity: 29,181","Capacity: 29,181",,,401532620
2132,277,"{'1': '0', '2': '7', '3': '0', '4': '14', 'total': '21'}","{'1': '7', '2': '21', '3': '14', '4': '0', 'total': '42'}",Milan Puskar Stadium,"Morgantown, WV ",,,,,"Capacity: 60,000","Capacity: 60,000",,,401525899
150,258,"{'1': '0', '2': '10', '3': '3', '4': '14', 'total': '27'}","{'1': '7', '2': '3', '3': '14', '4': '6', 'total': '30'}",Scott Stadium,"Charlottesville, VA ",,,,,"Capacity: 61,500","Capacity: 61,500",,,401525555
249,202,"{'1': '7', '2': '14', '3': '14', '4': '0', 'total': '35'}","{'1': '7', '2': '14', '3': '0', '4': '7', 'total': '28'}",Chapman Stadium,"Tulsa, OK ",,,,,"Capacity: 30,000","Capacity: 30,000",,,401531345
218,5,"{'1': '7', '2': '7', '3': '3', '4': '7', 'total': '24'}","{'1': '0', '2': '10', '3': '7', '4': '17', 'total': '34'}",Protective Stadium,"Birmingham, AL ",,,,,"Capacity: 47,100","Capacity: 47,100",,,401531385
326,2032,"{'1': '10', '2': '7', '3': '7', '4': '7', 'total': '31'}","{'1': '14', '2': '21', '3': '28', '4': '14', 'total': '77'}",Centennial Bank Stadium,"Jonesboro, AR ",,,,,"Capacity: 30,406","Capacity: 30,406",,,401531919
2440,36,"{'1': '3', '2': '10', '3': '7', '4': '0', 'total': '20'}","{'1': '14', '2': '6', '3': '3', '4': '7', 'total': '30'}",,"Fort Collins, CO ",,,,,"Capacity: 36,500","Capacity: 36,500",,,401532621
2534,98,"{'1': '0', '2': '16', '3': '7', '4': '0', 'total': '23'}","{'1': '7', '2': '14', '3': '0', '4': '7', 'total': '28'}",Houchens Industries-L.T. Smith Stadium,"Bowling Green, KY ",,,,,"Capacity: 23,776","Capacity: 23,776",,,401520423
26,30,"{'1': '14', '2': '0', '3': '17', '4': '7', 'total': '38'}","{'1': '0', '2': '10', '3': '3', '4': '7', 'total': '20'}",Los Angeles Memorial Coliseum,"Los Angeles, CA ",,,,,"Capacity: 77,500","Capacity: 77,500",,,401524062
152,259,"{'1': '0', '2': '21', '3': '14', '4': '0', 'total': '35'}","{'1': '0', '2': '7', '3': '7', '4': '14', 'total': '28'}",Lane Stadium,"Blacksburg, VA ",,,,,"Capacity: 65,632","Capacity: 65,632",,,401525559
239,2628,"{'1': '7', '2': '3', '3': '7', '4': '0', 'total': '17'}","{'1': '0', '2': '14', '3': '14', '4': '14', 'total': '42'}",Amon G. Carter Stadium,"Fort Worth, TX ",,,,,"Capacity: 46,000","Capacity: 46,000",,,401525897
309,2653,"{'1': '7', '2': '3', '3': '7', '4': '7', 'total': '24'}","{'1': '0', '2': '17', '3': '0', '4': '14', 'total': '31'}",Veterans Memorial Stadium (AL),"Troy, AL ",,,,,"Capacity: 30,000","Capacity: 30,000",,,401531921
2439,2005,"{'1': '7', '2': '7', '3': '14', '4': '3', 'total': '31'}","{'1': '7', '2': '20', '3': '0', '4': '0', 'total': '27'}",Falcon Stadium,"USAF Academy, CO ",,,,,"Capacity: 46,692","Capacity: 46,692",,,401532624
166,2,"{'1': '7', '2': '3', '3': '7', '4': '14', 'total': '31'}","{'1': '0', '2': '7', '3': '0', '4': '3', 'total': '10'}",Jordan-Hare Stadium,"Auburn, AL ",,,,,"Capacity: 87,451","Capacity: 87,451",,,401520404
2116,2641,"{'1': '14', '2': '0', '3': '0', '4': '9', 'total': '23'}","{'1': '0', '2': '14', '3': '7', '4': '3', 'total': '24'}",Jones AT&T Stadium,"Lubbock, TX ",,,,,"Capacity: 60,454","Capacity: 60,454",,,401525898
276,6,"{'1': '0', '2': '0', '3': '0', '4': '0', 'total': '0'}","{'1': '14', '2': '7', '3': '0', '4': '7', 'total': '28'}",Hancock Whitney Stadium,"Mobile, AL ",,,,,"Capacity: 25,450","Capacity: 25,450",,,401531920
295,290,"{'1': '0', '2': '10', '3': '7', '4': '3', 'total': '20'}","{'1': '0', '2': '7', '3': '3', '4': '7', 'total': '17'}",,"Statesboro, GA ",,,,,"Capacity: 25,000","Capacity: 25,000",,,401531917
25,24,"{'1': '7', '2': '7', '3': '7', '4': '6', 'total': '27'}","{'1': '3', '2': '3', '3': '9', '4': '0', 'total': '15'}",Stanford Stadium,"Stanford, CA ",,,,,"Capacity: 50,424","Capacity: 50,424",,,401524061
68,328,"{'1': '0', '2': '31', '3': '7', '4': '7', 'total': '45'}","{'1': '7', '2': '3', '3': '0', '4': '0', 'total': '10'}",Maverik Stadium,"Logan, UT ",,,,,"Capacity: 25,513","Capacity: 25,513",,,401532619
2229,8,"{'1': '13', '2': '0', '3': '7', '4': '0', 'total': '20'}","{'1': '7', '2': '24', '3': '7', '4': '6', 'total': '44'}",Razorback Stadium,"Fayetteville, AR ",,,,,"Capacity: 72,000","Capacity: 72,000",,,401520402
96,2579,"{'1': '0', '2': '7', '3': '7', '4': '0', 'total': '14'}","{'1': '10', '2': '0', '3': '0', '4': '7', 'total': '17'}",Williams-Brice Stadium,"Columbia, SC ",,,,,"Capacity: 77,559","Capacity: 77,559",,,401520418
158,275,"{'1': '14', '2': '0', '3': '0', '4': '3', 'total': '0'}","{'1': '0', '2': '10', '3': '7', '4': '0', 'total': '7'}",Camp Randall Stadium,"Madison, WI ",,,,,"Capacity: 80,321","Capacity: 80,321",,,401520422
183,59,"{'1': '3', '2': '0', '3': '13', '4': '6', 'total': '22'}","{'1': '7', '2': '10', '3': '7', '4': '7', 'total': '31'}",Bobby Dodd Stadium,"Atlanta, GA ",,,,,"Capacity: 55,000","Capacity: 55,000",,,401525557
167,278,"{'1': '3', '2': '9', '3': '6', '4': '7', 'total': '25'}","{'1': '7', '2': '7', '3': '0', '4': '3', 'total': '17'}",Bulldog Stadium (CA),"Fresno, CA ",,,,,"Capacity: 40,727","Capacity: 40,727",,,401532622
21,23,"{'1': '7', '2': '3', '3': '0', '4': '3', 'total': '13'}","{'1': '0', '2': '10', '3': '7', '4': '7', 'total': '24'}",CEFCU Stadium,"San Jose, CA ",,,,,"Capacity: 30,456","Capacity: 30,456",,,401532623
189,2711,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Waldo Stadium,"Kalamazoo, MI ",,,,,"Capacity: 30,200","Capacity: 30,200",59.9%,40.1%,401532450
2199,2084,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",UB Stadium,"Buffalo, NY ",,,,,"Capacity: 25,013","Capacity: 25,013",35.6%,64.4%,401532449
145,344,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Davis Wade Stadium,"Starkville, MS ",,,,,"Capacity: 61,337","Capacity: 61,337",82.2%,17.8%,401520424
2628,201,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}","Memorial Stadium (Norman, OK)","Norman, OK ",,,,,"Capacity: 86,112","Capacity: 86,112",15.6%,84.4%,401525900
2294,158,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}","Memorial Stadium (Lincoln, NE)","Lincoln, NE ",,,,,"Capacity: 85,458","Capacity: 85,458",61.0%,39.0%,401520425
2390,103,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}","Alumni Stadium (Chestnut Hill, MA)","Chestnut Hill, MA ",,,,,"Capacity: 44,500","Capacity: 44,500",78.9%,21.1%,401525560
235,218,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Lincoln Financial Field,"Philadelphia, PA ",,,,,"Capacity: 69,879","Capacity: 69,879",89.5%,10.5%,401531394
2649,2117,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Kelly/Shorts Stadium,"Mount Pleasant, MI ",,,,,"Capacity: 30,255","Capacity: 30,255",79.8%,20.2%,401532451
195,2006,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",InfoCision Stadium,"Akron, OH ",,,,,"Capacity: 30,000","Capacity: 30,000",82.2%,17.8%,401532452
2636,2655,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Yulman Stadium,"New Orleans, LA ",,,,,"Capacity: 30,000","Capacity: 30,000",40.9%,59.1%,401531376
328,167,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",University Stadium (NM),"Albuquerque, NM ",,,,,"Capacity: 37,440","Capacity: 37,440",61.6%,38.4%,401532629
142,8,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Razorback Stadium,"Fayetteville, AR ",,,,,"Capacity: 72,000","Capacity: 72,000",71.4%,28.6%,401520426
2005,68,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Albertsons Stadium,"Boise, ID ",,,,,"Capacity: 36,387","Capacity: 36,387",31.4%,68.6%,401532625
2641,251,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",DKR-Texas Memorial Stadium,"Austin, TX ",,,,,"Capacity: 100,119","Capacity: 100,119",13.7%,86.3%,401525901
213,127,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Ford Field,"Detroit, MI ",,,,,"Capacity: 64,500","Capacity: 64,500",95.0%,5.0%,401520435
204,2483,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Autzen Stadium,"Eugene, OR ",,,,,"Capacity: 54,000","Capacity: 54,000",19.1%,80.9%,401524063
194,130,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Michigan Stadium,"Ann Arbor, MI ",,,,,"Capacity: 107,601","Capacity: 107,601",45.1%,54.9%,401520434
96,97,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Cardinal Stadium,"Louisville, KY ",,,,,"Capacity: 60,000","Capacity: 60,000",25.8%,74.2%,401520432
245,99,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Tiger Stadium (LA),"Baton Rouge, LA ",,,,,"Capacity: 102,321","Capacity: 102,321",30.7%,69.3%,401520433
84,2509,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Ross-Ade Stadium,"West Lafayette, IN ",,,,,"Capacity: 57,282","Capacity: 57,282",39.0%,61.0%,401520438
2393,2534,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",,"Huntsville, TX ",,,,,"Capacity: 14,000","Capacity: 14,000",55.4%,44.6%,401520440
41,113,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Warren McGuirk Alumni Stadium,"Amherst, MA ",,,,,"Capacity: 17,000","Capacity: 17,000",43.6%,56.4%,401520443
221,150,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Wallace Wade Stadium,"Durham, NC ",,,,,"Capacity: 40,004","Capacity: 40,004",21.7%,78.3%,401525561
248,2116,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",FBC Mortgage Stadium,"Orlando, FL ",,,,,"Capacity: 44,206","Capacity: 44,206",15.7%,84.3%,401525906
2426,2567,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Gerald J. Ford Stadium,"Dallas, TX ",,,,,"Capacity: 32,000","Capacity: 32,000",3.9%,96.1%,401531435
2653,2572,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",M. M. Roberts Stadium,"Hattiesburg, MS ",,,,,"Capacity: 36,000","Capacity: 36,000",87.3%,12.7%,401531927
2459,2309,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Dix Stadium,"Kent, OH ",,,,,"Capacity: 25,319","Capacity: 25,319",86.6%,13.4%,401532453
193,2050,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Scheumann Stadium,"Muncie, IN ",,,,,"Capacity: 22,500","Capacity: 22,500",75.1%,24.9%,401532454
2226,242,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Rice Stadium,"Houston, TX ",,,,,"Capacity: 47,000","Capacity: 47,000",31.6%,68.4%,401531421
154,183,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",JMA Wireless Dome,"Syracuse, NY ",,,,,"Capacity: 49,057","Capacity: 49,057",30.4%,69.6%,401525563
202,151,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Dowdy-Ficklen Stadium,"Greenville, NC ",,,,,"Capacity: 50,000","Capacity: 50,000",22.6%,77.4%,401531346
5,249,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",DATCU Stadium,"Denton, TX ",,,,,"Capacity: 30,850","Capacity: 30,850",40.5%,59.5%,401531386
2247,295,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",S.B. Ballard Stadium,"Norfolk, VA ",,,,,"Capacity: 21,944","Capacity: 21,944",45.2%,54.8%,401531925
38,254,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Rice-Eccles Stadium,"Salt Lake City, UT ",,,,,"Capacity: 51,444","Capacity: 51,444",12.8%,87.2%,401524067
98,2229,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Riccardo Silva Stadium,"Miami, FL ",,,,,"Capacity: 20,000","Capacity: 20,000",82.7%,17.3%,401520428
2433,309,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Cajun Field,"Lafayette, LA ",,,,,"Capacity: 41,426","Capacity: 41,426",15.5%,84.5%,401531926
23,2439,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Allegiant Stadium,"Las Vegas, NV ",,,,,"Capacity: 65,000","Capacity: 65,000",42.0%,58.0%,401532628
333,2,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Jordan-Hare Stadium,"Auburn, AL ",,,,,"Capacity: 87,451","Capacity: 87,451",85.7%,14.3%,401520427
12,9,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Mountain America Stadium,"Tempe, AZ ",,,,,"Capacity: 53,599","Capacity: 53,599",84.3%,15.7%,401524064
238,2633,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Neyland Stadium,"Knoxville, TN ",,,,,"Capacity: 101,915","Capacity: 101,915",5.0%,95.0%,401520442
252,197,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Boone Pickens Stadium,"Stillwater, OK ",,,,,"Capacity: 55,509","Capacity: 55,509",18.4%,81.7%,401525905
77,356,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}","Memorial Stadium (Champaign, IL)","Champaign, IL ",,,,,"Capacity: 60,670","Capacity: 60,670",40.7%,59.3%,401520431
275,135,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Huntington Bank Stadium,"Minneapolis, MN ",,,,,"Capacity: 50,850","Capacity: 50,850",58.4%,41.6%,401520436
120,164,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",SHI Stadium,"Piscataway, NJ ",,,,,"Capacity: 52,454","Capacity: 52,454",54.3%,45.7%,401520439
2335,2638,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Sun Bowl,"El Paso, TX ",,,,,"Capacity: 45,971","Capacity: 45,971",86.0%,14.0%,401520444
259,258,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Scott Stadium,"Charlottesville, VA ",,,,,"Capacity: 61,500","Capacity: 61,500",60.3%,39.7%,401525564
290,2026,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Kidd Brewer Stadium,"Boone, NC ",,,,,"Capacity: 30,000","Capacity: 30,000",28.9%,71.1%,401531922
256,324,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",,"Conway, SC ",,,,,"Capacity: 21,000","Capacity: 21,000",56.2%,43.8%,401531923
2032,276,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Joan C. Edwards Stadium,"Huntington, WV ",,,,,"Capacity: 38,016","Capacity: 38,016",38.9%,61.1%,401531924
265,264,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Husky Stadium,"Seattle, WA ",,,,,"Capacity: 70,138","Capacity: 70,138",11.2%,88.8%,401524068
55,166,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Aggie Memorial Stadium,"Las Cruces, NM ",,,,,"Capacity: 28,853","Capacity: 28,853",47.4%,52.6%,401520437
52,57,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Ben Hill Griffin Stadium,"Gainesville, FL ",,,,,"Capacity: 88,548","Capacity: 88,548",81.5%,18.5%,401520429
87,24,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Stanford Stadium,"Stanford, CA ",,,,,"Capacity: 50,424","Capacity: 50,424",95.8%,4.2%,401524065
277,239,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",McLane Stadium,"Waco, TX ",,,,,"Capacity: 45,140","Capacity: 45,140",71.9%,28.1%,401525902
6,326,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Bobcat Stadium (TX),"San Marcos, TX ",,,,,"Capacity: 30,000","Capacity: 30,000",71.1%,28.9%,401531928
61,59,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Bobby Dodd Stadium,"Atlanta, GA ",,,,,"Capacity: 55,000","Capacity: 55,000",92.5%,7.5%,401520430
2305,2132,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Nippert Stadium,"Cincinnati, OH ",,,,,"Capacity: 38,088","Capacity: 38,088",62.9%,37.1%,401525903
228,2579,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Williams-Brice Stadium,"Columbia, SC ",,,,,"Capacity: 77,559","Capacity: 77,559",65.5%,34.5%,401520441
2429,58,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Raymond James Stadium,"Tampa, FL ",,,,,"Capacity: 65,844","Capacity: 65,844",38.3%,61.7%,401531410
153,152,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Carter-Finley Stadium,"Raleigh, NC ",,,,,"Capacity: 56,919","Capacity: 56,919",62.0%,38.0%,401525562
66,2306,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Bill Snyder Family Stadium,"Manhattan, KS ",,,,,"Capacity: 50,000","Capacity: 50,000",15.4%,84.6%,401525904
2751,2440,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Mackay Stadium,"Reno, NV ",,,,,"Capacity: 30,000","Capacity: 30,000",79.1%,20.9%,401532630
25,26,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Rose Bowl,"Pasadena, CA ",,,,,"Capacity: 88,565","Capacity: 88,565",26.8%,73.2%,401524066
278,21,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",Snapdragon Stadium,"San Diego, CA ",,,,,"Capacity: 35,000","Capacity: 35,000",71.4%,28.6%,401532627
36,62,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",,"Honolulu, HI ",,,,,"Capacity: 17,000","Capacity: 17,000",43.5%,56.5%,401532626
166,2335,"{'1': None, '2': None, '3': None, '4': None, 'total': None}","{'1': None, '2': None, '3': None, '4': None, 'total': None}",,"Lynchburg, VA ",,,,,"Capacity: 25,000","Capacity: 25,000",17.2%,82.8%,401539476
